Attack Window Start,Attack Window End,Duration (mins),Destination IP,# Events,Peak pps,Peak bps,Threat Categories,Vectors (Attack Names),Protocols Seen,Dest Ports,Total Packets Dropped,Devices Involved,Policies,Max Risk
2026-09-07 17:23:25,2026-09-07 17:55:13,31.8,24.96.10.2,17,5651.0,37420032.0,BehavioralDOS,network flood IPv4 UDP; network flood IPv4 UDP-FRAG,UDP,34429,830790,10.98.221.234,WOW-RESIDENTAL-2_3@009428-00004-0,High
2026-09-07 22:56:27,2026-09-07 22:56:35,0.13,24.192.27.61,1,0.0,0.0,Intrusions,Memcached-Server-Reflect,UDP,11211,1,10.98.221.234,WOW-RESIDENTAL-1_1@009446-00003-0,Medium
2026-09-08 00:35:07,2026-09-08 00:35:15,0.13,24.42.152.2,1,0.0,0.0,Intrusions,Memcached-Server-Reflect,UDP,11211,1,10.98.221.234,WOW-RESIDENTAL-1_1@009452-00003-0,Medium
2026-09-08 00:37:09,2026-09-08 00:40:26,3.28,24.96.4.189,12,133.0,757760.0,BehavioralDOS,network flood IPv4 UDP,UDP,50268,9151,10.98.221.234,WOW-RESIDENTAL-1_2@009454-00003-0,High
2026-09-08 00:48:53,2026-09-08 00:49:01,0.13,76.73.168.196,1,0.0,0.0,Intrusions,Memcached-Server-Reflect,UDP,11211,1,10.98.221.234,WOW-RESIDENTAL-2_2@00944f-00004-0,Medium
2026-09-08 00:59:59,2026-09-08 01:00:09,0.17,76.73.168.196,1,5.0,57344.0,BehavioralDOS,network flood IPv4 UDP,UDP,51971,87,10.98.221.234,WOW-RESIDENTAL-2_2@00944f-00004-0,High
2026-09-08 01:28:42,2026-09-08 01:28:50,0.13,96.27.242.196,1,0.0,0.0,Intrusions,Memcached-Server-Reflect,UDP,11211,1,10.98.221.234,WOW-RESIDENTAL-2_3@00945a-00004-0,Medium
2026-09-08 03:56:11,2026-09-08 05:08:32,72.35,96.27.242.196,8,329744.0,3852000256.0,"BehavioralDOS, Intrusions",Memcached-Server-Reflect; network flood IPv4 UDP,UDP,"11211,50076",1104971839,"10.21.112.34, 10.21.58.210, 10.98.221.234",WOW-RESIDENTAL-2_1@009462-00004-0,High
2026-09-08 06:57:45,2026-09-08 07:10:37,12.87,96.27.84.18,54,814.0,9436160.0,BehavioralDOS,network flood IPv4 UDP,UDP,65378,387706,10.21.58.210,WOW-RESIDENTAL-1_1@009464-00003-0,High
2026-09-08 07:54:15,2026-09-08 07:54:39,0.4,96.27.84.18,2,568.0,6708224.0,BehavioralDOS,network flood IPv4 UDP,UDP,65378,9437,10.21.58.210,WOW-RESIDENTAL-1_1@009464-00003-0,High
2026-09-08 14:49:18,2026-09-08 14:49:26,0.13,69.1.1.132,1,0.0,0.0,Intrusions,Memcached-Server-Reflect,UDP,11211,1,10.21.112.34,WOW-RESIDENTAL-1_2@009474-00003-0,Medium
2026-09-08 16:43:24,2026-09-08 16:43:29,0.08,216.186.154.23,1,0.0,0.0,Intrusions,HTTP-MISC-DosTool-ExAttack,UDP,80,1,10.21.58.210,WOW-RESIDENTAL-2_1@00947a-00004-0,Medium
2026-09-08 21:14:42,2026-09-08 21:26:01,11.32,67.149.200.205,60,378.0,4492288.0,BehavioralDOS,network flood IPv4 UDP,UDP,50189,158795,10.21.58.210,WOW-RESIDENTAL-1_3@009490-00003-0,High
2026-09-09 00:08:48,2026-09-09 00:08:56,0.13,24.192.132.168,1,0.0,0.0,Intrusions,Memcached-Server-Reflect,UDP,11211,1,10.98.221.234,WOW-RESIDENTAL-1_1@009498-00003-0,Medium
2026-09-09 10:19:17,2026-09-09 10:25:15,5.97,50.4.4.34,31,6096.0,74678272.0,BehavioralDOS,network flood IPv4 UDP,UDP,50008,469896,10.98.221.234,WOW-RESIDENTAL-1_2@0094a5-00003-0,High
2026-09-09 22:11:53,2026-09-09 22:18:24,6.52,50.4.12.240,33,807.0,9609216.0,BehavioralDOS,network flood IPv4 UDP,UDP,52784,134214,10.98.221.234,WOW-RESIDENTAL-1_1@0094c1-00003-0,High
2026-09-09 23:13:11,2026-09-09 23:14:12,1.02,69.73.124.64,2,57179.0,393449472.0,BehavioralDOS,network flood IPv4 UDP,UDP,6672,4402017,"10.21.112.34, 10.98.221.234",WOW-RESIDENTAL-1_3@0094c7-00003-0,High
2026-09-10 00:54:53,2026-09-10 00:55:21,0.47,68.179.169.56,3,130.0,782336.0,BehavioralDOS,network flood IPv4 UDP,UDP,Multiple/Unknown,5013,10.35.193.82,WOW-RESIDENTAL-2_1@0094cb-00004-0,High
2026-09-10 03:38:51,2026-09-10 03:40:06,1.25,143.59.71.218,8,1703.0,13713408.0,BehavioralDOS,network flood IPv4 UDP,UDP,12943,139224,10.21.58.210,WOW-RESIDENTAL-1_1@0094d0-00003-0,High
2026-09-10 13:20:21,2026-09-10 13:31:53,11.53,23.28.98.155,12,780.0,7495680.0,BehavioralDOS,network flood IPv4 UDP,UDP,34185,89374,10.21.58.210,WOW-RESIDENTAL-1_2@0094e0-00003-0,High
2026-09-10 14:07:20,2026-09-10 14:09:40,2.33,23.28.98.155,12,1395.0,9661440.0,BehavioralDOS,network flood IPv4 UDP,UDP,34185,142366,10.21.58.210,WOW-RESIDENTAL-1_2@0094e0-00003-0,High
2026-09-10 14:18:25,2026-09-10 14:19:41,1.27,23.28.98.155,7,981.0,9263104.0,BehavioralDOS,network flood IPv4 UDP,UDP,34185,61716,10.21.58.210,WOW-RESIDENTAL-1_2@0094e0-00003-0,High
2026-09-10 18:36:35,2026-09-10 18:39:24,2.82,207.98.191.224,13,8691.0,96518144.0,BehavioralDOS,network flood IPv4 UDP,UDP,41641,584482,10.98.221.234,WOW-RESIDENTAL-1_1@0094e8-00003-0,High
2026-09-10 18:52:50,2026-09-10 18:59:41,6.85,23.28.196.150,9,266.0,1312768.0,BehavioralDOS,network flood IPv4 UDP,UDP,50171,15453,"10.21.112.34, 10.98.221.234",WOW-RESIDENTAL-2_1@0094ea-00004-0,High
2026-09-10 19:08:56,2026-09-10 19:13:57,5.02,23.28.196.150,8,260.0,1311744.0,BehavioralDOS,network flood IPv4 UDP,UDP,50171,11767,"10.21.112.34, 10.98.221.234",WOW-RESIDENTAL-2_1@0094ea-00004-0,High
2026-09-10 19:09:53,2026-09-10 19:10:32,0.65,143.59.232.99,15,45883.0,356964352.0,"BehavioralDOS, DOSShield",DOSS-DNS-Ref-L4-Above-3000; DOSS-NTP-reflected-monlist; DOSS-UDP-flood-80-Req; network flood IPv4 UDP-FRAG,UDP,80,4934813,"10.21.112.34, 10.21.58.210, 10.35.193.90, 10.98.221.234",WOW-RESIDENTAL-1_2@0094ec-00003-0,High
2026-09-10 19:19:32,2026-09-10 19:30:29,10.95,23.28.196.150,12,153.0,870400.0,BehavioralDOS,network flood IPv4 UDP; network flood IPv4 UDP-FRAG,UDP,50171,13007,"10.21.112.34, 10.98.221.234",WOW-RESIDENTAL-2_1@0094ea-00004-0,High
2026-09-10 22:27:33,2026-09-10 22:27:33,0.0,69.14.33.112,1,0.0,0.0,DOSShield,DOSS-UDP-flood-80-Req,UDP,80,0,10.98.221.234,WOW-RESIDENTAL-2_2@009500-00004-0,Medium
2026-09-10 23:53:02,2026-09-10 23:53:20,0.3,143.59.232.99,1,0.0,0.0,BehavioralDOS,network flood IPv4 UDP,UDP,Multiple/Unknown,154357,10.21.112.34,WOW-RESIDENTAL-1_2@0094ec-00003-0,High
2026-09-11 01:38:13,2026-09-11 01:39:35,1.37,143.59.71.182,12,400.0,4840448.0,BehavioralDOS,network flood IPv4 UDP,UDP,59241,36506,10.21.58.210,WOW-RESIDENTAL-1_4@009510-00003-0,High
2026-09-11 01:53:40,2026-09-11 01:53:48,0.13,143.59.96.43,1,0.0,0.0,Intrusions,Memcached-Server-Reflect,UDP,11211,1,10.98.221.234,WOW-RESIDENTAL-2_3@00950e-00004-0,Medium
2026-09-11 02:49:09,2026-09-11 03:21:04,31.92,24.192.82.192,40,331791.0,3638160384.0,"BehavioralDOS, DOSShield",DOSS-DNS-Ref-L4-Above-3000; DOSS-UDP-flood-80-Req; network flood IPv4 ICMP; network flood IPv4 UDP-FRAG,"ICMP, UDP",80,41647217,"10.21.112.34, 10.21.58.210, 10.35.193.82, 10.98.221.234",WOW-RESIDENTAL-2_1@009512-00004-0,High
2026-09-11 02:55:31,2026-09-11 02:59:18,3.78,50.4.240.187,7,6215.0,72452096.0,DOSShield,DOSS-UDP-flood-80-Req,UDP,80,333630,"10.35.193.82, 10.98.221.234",WOW-RESIDENTAL-1_1@009514-00003-0,Medium
2026-09-11 03:52:17,2026-09-11 03:52:25,0.13,24.214.206.54,1,154.0,1301504.0,BehavioralDOS,network flood IPv4 UDP,UDP,Multiple/Unknown,2316,10.98.221.234,WOW-BUSINESS_1@0094fa-00001-0,High
2026-09-11 05:44:50,2026-09-11 05:50:05,5.25,69.14.91.108,25,8920.0,104775680.0,BehavioralDOS,network flood IPv4 UDP,UDP,54862,757445,10.21.58.210,WOW-RESIDENTAL-2_1@00951a-00004-0,High
2026-09-11 08:30:40,2026-09-11 08:30:47,0.12,143.59.232.99,1,0.0,1024.0,BehavioralDOS,network flood IPv4 UDP,UDP,7536,12,10.35.193.90,WOW-RESIDENTAL-1_2@0094ec-00003-0,High
2026-09-11 11:06:57,2026-09-11 11:17:49,10.87,143.59.171.175,48,1075.0,12323840.0,BehavioralDOS,network flood IPv4 UDP,UDP,46542,407111,10.21.112.34,WOW-RESIDENTAL-2_1@009522-00004-0,High
2026-09-11 15:05:51,2026-09-11 15:56:53,51.03,24.214.60.197,228,1099.0,12892160.0,BehavioralDOS,network flood IPv4 UDP,UDP,64103,1470618,10.98.221.234,WOW-RESIDENTAL-1_3@00952e-00003-0,High
2026-09-11 16:51:54,2026-09-11 18:17:09,85.25,68.179.132.179,274,790.0,9290752.0,BehavioralDOS,network flood IPv4 UDP,UDP,"49392,53202",826468,10.35.193.82,WOW-RESIDENTAL-2_2@009532-00004-0,High
2026-09-11 20:12:38,2026-09-11 20:17:25,4.78,143.59.232.99,2,0.0,0.0,Intrusions,Memcached-Server-Reflect,UDP,11211,2,"10.21.112.34, 10.21.58.210",WOW-RESIDENTAL-1_2@0094ec-00003-0,Medium
2026-09-11 21:40:06,2026-09-11 21:40:37,0.52,96.27.96.23,8,67.0,437248.0,BehavioralDOS,network flood IPv4 UDP,UDP,18869,7971,"10.21.112.34, 10.21.58.210, 10.98.221.234",WOW-ARIN_5@00954c-00002-0,High
2026-09-11 23:13:38,2026-09-11 23:15:58,2.33,96.27.26.34,4,24868.0,29128704.0,DOSShield,DOSS-UDP-flood-80-Req,UDP,80,2637735,"10.21.112.34, 10.35.193.82, 10.98.221.234",WOW-RESIDENTAL-2_1@009550-00004-0,Medium
2026-09-12 03:59:38,2026-09-12 12:34:29,514.85,50.4.10.129,3193,387.0,4055040.0,BehavioralDOS,network flood IPv4 UDP; network flood IPv4 UDP-FRAG,UDP,30402,2494402,"10.21.112.34, 10.21.58.210, 10.98.221.234",WOW-RESIDENTAL-1_4@009564-00003-0,High
2026-09-12 07:01:11,2026-09-12 07:01:27,0.27,143.59.232.99,2,37.0,429056.0,BehavioralDOS,network flood IPv4 UDP,UDP,Multiple/Unknown,682,10.98.221.234,WOW-RESIDENTAL-1_2@0094ec-00003-0,High
2026-09-12 07:12:28,2026-09-12 07:12:43,0.25,143.59.232.99,1,0.0,0.0,BehavioralDOS,network flood IPv4 UDP,UDP,Multiple/Unknown,1428,10.98.221.234,WOW-RESIDENTAL-1_2@0094ec-00003-0,High
2026-09-12 08:47:50,2026-09-12 08:52:06,4.27,24.96.155.16,24,352.0,4193280.0,BehavioralDOS,network flood IPv4 UDP,UDP,58701,81397,10.21.58.210,WOW-RESIDENTAL-1_1@009568-00003-0,High
2026-09-12 15:00:36,2026-09-12 15:13:06,12.5,143.59.83.55,54,1368.0,16590848.0,BehavioralDOS,network flood IPv4 UDP,UDP,48194,347233,10.35.193.82,WOW-RESIDENTAL-1_3@00957c-00003-0,High
2026-09-12 15:41:09,2026-09-12 15:41:41,0.53,143.59.232.7,3,2121.0,6702080.0,BehavioralDOS,network flood IPv4 UDP,UDP,Multiple/Unknown,51387,10.21.112.34,WOW-RESIDENTAL-1_5@009585-00003-0,High
2026-09-12 16:28:59,2026-09-12 16:30:49,1.83,143.59.232.7,9,1662.0,6767616.0,BehavioralDOS,network flood IPv4 UDP,UDP,Multiple/Unknown,125740,10.21.112.34,WOW-RESIDENTAL-1_5@009585-00003-0,High
2026-09-12 16:36:44,2026-09-12 16:44:18,7.57,143.59.232.7,27,2069.0,11776000.0,BehavioralDOS,network flood IPv4 UDP,UDP,25611,332604,10.21.112.34,WOW-RESIDENTAL-1_5@009585-00003-0,High
2026-09-12 18:12:17,2026-09-12 18:25:15,12.97,216.186.135.248,50,329.0,3363840.0,BehavioralDOS,network flood IPv4 UDP,UDP,49352,116346,10.98.221.234,WOW-RESIDENTAL-2_2@00958f-00004-0,High
2026-09-12 18:46:49,2026-09-12 18:47:02,0.22,216.186.135.248,1,331.0,3360768.0,BehavioralDOS,network flood IPv4 UDP,UDP,Multiple/Unknown,4977,10.98.221.234,WOW-RESIDENTAL-2_2@00958f-00004-0,High
2026-09-12 19:18:10,2026-09-12 19:24:29,6.32,143.59.171.118,33,551.0,6419456.0,BehavioralDOS,network flood IPv4 UDP,UDP,24290,130359,10.21.58.210,WOW-RESIDENTAL-2_3@009599-00004-0,High
2026-09-12 19:22:20,2026-09-12 19:56:41,34.35,24.42.188.115,162,1059.0,12857344.0,BehavioralDOS,network flood IPv4 UDP,UDP,63229,1118024,10.98.221.234,WOW-RESIDENTAL-1_3@00959b-00003-0,High
2026-09-12 22:45:42,2026-09-12 22:46:01,0.32,24.214.80.53,3,160.0,1664000.0,BehavioralDOS,network flood IPv4 UDP,UDP,Multiple/Unknown,7182,10.98.221.234,WOW-RESIDENTAL-1_5@0095ac-00003-0,High
2026-09-12 23:24:44,2026-09-12 23:24:44,0.0,69.73.49.8,1,0.0,0.0,DOSShield,DOSS-NTP-reflected-monlist,UDP,3074,0,10.21.58.210,WOW-RESIDENTAL-1_1@0095b3-00003-0,Medium
